city_highest_pm2_5,avg_pm2_5,city_highest_severity,avg_severity_score,high_risk_pct,moderate_risk_pct,low_risk_pct,worst_aqi_hour,worst_aqi_pm2_5
bengaluru,35.82293577981651,bengaluru,1913.045871559633,100.0,0,0,2,53.88
